country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Namibia,2000,NAM,1819148.0,11306642432.0,0.0,0.0,1.605,-0.059,-3.524,4.316,-0.095,-2.159,2.373,0.382,0.34,0.882,0.142,0.127,0.007,0.004,1.575,0.866,0.139,0.0,15.363,63.362,0.736,0.0,0.0,231.162,14.627,0.0,6971.662,1.122,0.0,0.0,0.0,0.0,5.854,11.72,2.711,1.49,5.01,2.754,3.76,2.067,1.597,0.878,0.0,0.0,12.682,0.0,0.006,0.014,0.0,0.0,0.001,0.004,0.0,0.0,0.0,0.036,0.004,0.0,0.0,0.0,0.053,0.016,0.0,0.028,0.0,0.0,0.0,0.0,21.32,10.65,-0.03,-1.869
Nauru,2000,NRU,10400.0,0.0,0.0,0.0,0.084,-0.007,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.103,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,3.778,0.0,0.0,0.0,0.0,0.0,3.778,0.0,44017.281,0.0,0.0,0.0,0.0,0.0,8.654,8.654,0.0,0.0,0.0,0.0,0.0,0.0,0.084,8.103,0.0,0.0,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0
Nepal,2000,NPL,24559504.0,39381725184.0,0.121,0.005,3.037,-0.154,-4.815,20.112,5.123,34.175,0.819,0.511,1.367,0.124,0.077,0.206,0.978,0.04,2.69,0.11,0.068,1.594,34.001,1063.952,9.174,0.0,0.0,1909.384,23.234,0.0,599.056,0.374,0.0,0.0,0.0,0.0,1.09,1.054,17.074,0.695,19.04,0.775,4.91,0.2,1.938,0.079,0.0,0.0,14.713,0.017,0.012,0.066,0.011,0.009,0.003,0.063,0.002,0.0,0.0,0.297,0.006,0.0,0.0,0.0,0.334,0.019,0.0,0.143,0.001,0.001,0.002,0.0,25.89,26.76,-0.347,-11.44
Netherlands,2000,NLD,15899138.0,603576139776.0,0.469,0.029,171.082,1.148,0.675,171.888,0.561,0.328,10.811,0.285,0.171,10.76,0.283,0.17,30.687,1.93,129.488,8.144,0.215,49.976,8383.66,8952.006,3198.545,8.163,2325.408,582.063,2788.411,13.156,63325.41,1.668,0.351,0.022,80.977,5.093,12.954,13.045,0.806,0.051,23.18,1.458,14.32,0.901,57.506,3.617,0.069,1.093,1006.819,0.065,0.672,0.562,0.333,0.271,0.801,0.532,0.609,0.076,1.906,0.091,0.763,0.325,0.126,1.712,0.016,0.558,0.505,0.538,0.002,0.004,0.006,0.0,207.4,205.96,-41.594,-24.312
Netherlands Antilles,2000,ANT,280398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.716,0.0,0.0,195177.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Caledonia,2000,NCL,221548.0,0.0,0.04,0.182,2.22,0.165,8.025,3.027,0.495,19.54,13.661,0.0,0.302,10.022,0.0,0.221,0.651,2.939,0.0,0.0,0.0,0.77,75.237,99.126,24.908,0.0,0.0,54.887,49.559,0.0,45268.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806,3.638,0.0,0.0,0.0,0.0,1.529,6.902,0.0,0.0,10.029,0.006,0.009,0.01,0.007,0.004,0.007,0.006,0.005,0.0,0.0,0.009,0.014,0.0,0.0,0.0,0.016,0.015,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,2000,NZL,3855266.0,101981110272.0,0.531,0.138,32.246,0.78,2.48,41.736,4.078,10.829,10.826,0.409,0.182,8.364,0.316,0.14,4.409,1.144,32.045,8.312,0.314,22.697,1170.186,4184.998,500.472,7.945,160.263,3241.431,472.517,6.292,59543.809,2.251,0.593,0.154,9.489,2.461,20.025,13.306,9.49,2.462,32.62,8.461,14.79,3.836,16.473,4.273,0.195,0.751,229.557,0.074,0.127,0.137,0.048,0.123,0.112,0.249,0.095,0.074,0.131,0.505,0.129,0.156,0.213,0.201,0.185,0.16,0.347,0.392,0.002,0.002,0.004,0.0,51.3,77.2,-0.201,-0.622
Nicaragua,2000,NIC,5123223.0,13909592064.0,0.226,0.044,3.721,0.124,3.451,82.351,-6.618,-7.438,16.074,5.92,5.053,0.726,0.268,0.228,0.0,0.0,4.428,0.864,0.318,3.446,83.186,2362.157,0.0,0.0,0.0,3652.385,79.74,0.0,3180.879,1.172,0.0,0.0,0.0,0.0,2.391,6.244,78.629,15.348,6.43,1.255,2.17,0.424,3.495,0.682,0.0,0.0,16.296,0.031,0.015,0.269,0.0,0.019,0.008,0.14,0.0,0.0,0.0,0.568,0.022,0.0,0.0,0.0,1.537,0.034,0.0,0.133,0.0,0.001,0.002,0.0,31.99,12.25,0.706,18.984
Niger,2000,NER,11622673.0,7477987840.0,0.016,0.001,0.694,0.011,1.66,9.084,-3.066,-25.236,0.782,1.215,2.738,0.06,0.093,0.209,0.228,0.02,0.0,0.0,0.0,0.5,20.011,534.583,5.603,0.0,0.0,1264.373,13.908,0.0,285.43,0.444,0.0,0.0,0.0,0.0,1.636,2.136,8.391,0.722,12.66,1.089,5.72,0.492,0.449,0.039,0.0,0.0,3.317,0.002,0.003,0.03,0.002,0.003,0.002,0.032,0.001,0.0,0.0,0.197,0.004,0.0,0.0,0.0,0.164,0.004,0.0,0.089,0.0,0.001,0.001,0.0,24.83,19.01,0.0,0.0
Nigeria,2000,NGA,122851984.0,268133056512.0,1.011,0.008,78.823,39.236,99.114,147.926,-43.937,-22.9,1.204,0.552,0.659,0.642,0.294,0.351,0.007,0.0,47.443,0.386,0.177,36.355,1732.817,11468.064,68.65,671.993,198.282,10695.948,757.535,0.0,1827.256,0.837,33.086,0.269,13.179,0.107,1.92,2.387,69.103,0.562,118.44,0.964,29.25,0.238,31.54,0.257,0.0,0.0,224.482,0.14,0.31,0.484,0.0,0.197,0.166,0.681,0.013,6.277,0.163,1.665,0.207,0.0,11.862,0.279,1.351,0.306,0.0,1.319,0.009,0.005,0.015,0.0,293.25,235.93,-31.38,-39.811
Niue,2000,NIU,2096.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.496,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.154,0.0,13541.948,0.0,0.0,0.0,0.0,0.0,4.771,4.771,0.0,0.0,0.0,0.0,0.0,0.0,0.007,3.496,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
North Korea,2000,PRK,23367064.0,37758033920.0,1.854,0.079,69.165,5.025,7.834,78.215,4.512,6.122,3.347,2.071,0.272,2.96,1.832,0.241,64.175,2.746,0.0,0.0,0.0,103.929,4054.114,5078.605,3745.654,0.0,0.0,1167.314,204.532,0.0,12287.299,7.604,0.0,0.0,0.0,0.0,3.732,4.009,9.05,0.387,13.1,0.561,2.13,0.091,3.136,0.134,0.0,0.0,287.118,0.257,0.272,0.256,0.697,0.564,0.388,0.302,0.713,0.0,0.0,0.182,0.056,0.0,0.0,0.0,0.177,0.03,0.0,0.282,0.001,0.002,0.003,0.0,93.67,87.21,0.0,0.0
North Macedonia,2000,MKD,2037940.0,16307994624.0,0.234,0.115,11.996,0.33,2.827,11.19,2.198,24.45,5.491,0.686,0.363,5.886,0.736,0.389,8.819,4.328,0.0,0.0,0.0,11.728,456.362,792.314,303.281,0.21,0.242,479.654,140.901,0.0,15136.714,1.892,0.0,0.0,0.125,0.061,5.746,5.761,-0.806,-0.396,2.24,1.099,0.7,0.343,2.818,1.383,0.0,0.0,30.848,0.032,0.047,0.037,0.096,0.064,0.044,0.047,0.058,0.002,0.0,0.075,0.039,0.0,0.0,0.003,-0.016,0.027,0.0,0.035,0.0,0.0,0.0,0.0,11.74,11.71,0.0,0.0
Norway,2000,NOR,4491204.0,242722144256.0,0.89,0.198,42.147,-0.489,-1.147,46.69,-0.819,-1.723,10.396,0.192,0.08,9.384,0.174,0.073,4.323,0.963,0.0,0.0,0.0,46.439,1748.56,2870.415,546.619,40.88,173.255,1122.87,931.296,10.072,129255.242,2.392,2.759,0.614,11.038,2.458,10.619,7.265,4.543,1.012,5.94,1.323,4.72,1.051,22.388,4.985,0.167,0.749,580.512,0.123,0.166,0.153,0.047,0.252,0.167,0.17,0.104,0.382,0.142,0.175,0.255,0.249,0.989,0.233,0.089,0.217,0.346,0.165,0.001,0.001,0.002,0.0,32.63,47.69,0.0,0.0
Oman,2000,OMN,2344261.0,53667835904.0,0.479,0.204,21.536,0.979,4.762,21.609,0.979,4.746,9.218,0.403,0.195,9.187,0.401,0.194,0.0,0.0,19.366,8.261,0.361,6.801,297.98,298.859,0.0,73.099,114.485,-6.192,103.595,0.0,47317.117,2.067,1.865,0.796,11.029,4.705,16.444,16.444,0.073,0.031,12.62,5.383,0.48,0.205,8.163,3.482,0.0,0.0,110.924,0.066,0.085,0.071,0.0,0.037,0.028,0.018,0.0,0.683,0.094,-0.001,0.028,0.0,0.669,0.233,0.001,0.079,0.0,0.075,0.001,0.0,0.001,0.0,38.55,38.55,-2.17,-10.077
Pakistan,2000,PAK,154369920.0,459798544384.0,3.989,0.026,105.42,6.03,6.067,137.297,15.703,12.915,0.889,0.299,0.284,0.683,0.229,0.218,8.189,0.053,109.826,0.711,0.239,87.928,1862.93,4098.959,269.19,23.033,576.997,3074.976,905.782,0.0,3133.734,1.052,1.48,0.01,36.369,0.236,1.508,1.56,31.877,0.206,93.46,0.605,39.91,0.259,55.392,0.359,0.0,0.0,483.754,0.553,0.414,0.449,0.089,0.477,0.178,0.243,0.051,0.215,0.473,0.479,0.248,0.0,0.531,0.769,0.623,0.538,0.0,0.574,0.004,0.002,0.007,0.001,240.86,232.81,4.406,4.18
Palau,2000,PLW,19745.0,0.0,0.0,0.0,0.209,0.0,5.556,0.0,0.0,0.0,0.0,0.0,0.0,10.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.221,0.0,0.0,0.0,0.0,0.0,6.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.649,11.649,0.0,0.0,0.02,1.013,0.0,0.0,0.209,10.577,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0
Palestine,2000,PSE,3139950.0,16535485440.0,0.0,0.0,1.66,0.293,21.448,1.623,0.366,29.155,0.517,0.098,0.282,0.529,0.1,0.288,0.0,0.0,0.0,0.0,0.0,0.0,11.897,11.714,0.0,0.0,0.0,12.164,11.897,0.0,1835.8,0.349,0.0,0.0,0.0,0.0,0.0,0.0,-0.037,-0.012,0.0,0.0,0.0,0.0,1.66,0.529,0.0,0.0,5.764,0.0,0.007,0.005,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.002,0.003,0.0,0.0,0.0,-0.001,0.016,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,2000,PAN,3001738.0,28706484224.0,0.405,0.135,5.728,0.106,1.888,25.624,-8.284,-24.432,8.536,0.893,0.382,1.908,0.2,0.085,0.158,0.053,4.849,1.615,0.169,7.085,130.425,1021.986,1.975,0.0,0.407,1675.181,120.958,0.0,22342.99,2.336,0.0,0.0,0.0,0.0,3.328,5.33,19.896,6.628,3.45,1.149,1.11,0.37,5.166,1.721,0.0,0.0,67.068,0.056,0.023,0.084,0.002,0.038,0.012,0.061,0.0,0.0,0.0,0.261,0.033,0.0,0.0,0.0,0.389,0.05,0.0,0.063,0.0,0.001,0.001,0.0,16.0,9.99,-0.879,-15.346
Papua New Guinea,2000,PNG,5508300.0,0.0,0.0,0.0,2.664,0.22,8.995,37.105,-1.576,-4.073,6.736,0.0,2.452,0.484,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,64.402,871.508,0.051,0.0,2.197,807.106,62.153,0.0,2747.343,0.0,0.0,0.0,0.245,0.045,2.416,8.787,34.442,6.253,7.19,1.305,3.59,0.652,2.418,0.439,0.0,0.0,15.133,0.0,0.01,0.121,0.0,0.0,0.006,0.052,0.0,0.0,0.002,0.126,0.017,0.0,0.0,0.005,0.673,0.023,0.0,0.054,0.0,0.0,0.001,0.0,48.4,13.31,0.0,0.0
Paraguay,2000,PRY,5123817.0,26804834304.0,0.243,0.047,3.606,-0.77,-17.592,77.692,-5.716,-6.853,15.163,2.898,0.623,0.704,0.135,0.029,0.0,0.0,5.423,1.058,0.202,4.095,69.794,3025.543,0.0,0.0,0.0,3824.117,65.699,0.0,24335.996,4.652,0.0,0.0,0.0,0.0,5.935,14.3,74.086,14.459,20.97,4.093,6.51,1.271,3.364,0.656,0.0,0.0,124.693,0.034,0.014,0.254,0.0,0.022,0.007,0.18,0.0,0.0,0.0,0.595,0.018,0.0,0.0,0.0,1.448,0.033,0.0,0.185,0.001,0.001,0.002,0.0,73.27,30.41,1.817,50.375
Peru,2000,PER,26654440.0,156021178368.0,1.778,0.067,30.104,0.93,3.189,134.088,-5.079,-3.649,5.031,0.859,0.91,1.129,0.193,0.204,1.971,0.074,32.372,1.215,0.207,44.904,1075.302,5237.863,58.189,20.823,44.756,4505.035,906.63,0.0,5528.503,0.944,1.792,0.067,1.396,0.052,2.35,4.593,103.984,3.901,25.63,0.962,8.2,0.308,23.167,0.869,0.0,0.0,147.359,0.246,0.118,0.439,0.021,0.244,0.103,0.311,0.011,0.195,0.037,0.701,0.248,0.0,0.642,0.03,2.033,0.225,0.0,0.321,0.001,0.002,0.004,0.0,122.42,62.64,2.268,7.534
Philippines,2000,PHL,77958224.0,326462603264.0,5.059,0.065,72.348,4.172,6.119,94.295,3.622,3.995,1.21,0.289,0.307,0.928,0.222,0.235,16.302,0.209,90.889,1.166,0.278,95.173,1497.821,10535.26,108.888,0.0,0.106,12402.896,1293.655,0.0,3945.095,0.942,0.0,0.0,0.018,0.0,1.779,1.811,21.947,0.282,54.76,0.702,11.05,0.142,50.969,0.654,0.0,0.0,307.553,0.701,0.284,0.308,0.177,0.517,0.143,0.626,0.021,0.0,0.0,1.93,0.354,0.0,0.0,0.0,0.429,0.495,0.0,0.711,0.003,0.005,0.008,0.0,141.19,138.71,18.541,25.628
Poland,2000,POL,38504432.0,492195512320.0,6.114,0.159,317.719,-11.833,-3.591,284.89,-24.071,-7.791,7.399,0.579,0.28,8.251,0.646,0.312,228.827,5.943,300.175,7.796,0.61,290.73,21394.592,20742.805,18788.83,32.545,597.345,-591.626,1632.509,52.633,26426.166,2.067,3.382,0.088,21.838,0.567,9.212,8.863,-32.829,-0.853,34.39,0.893,22.97,0.597,52.836,1.372,0.123,4.722,1017.525,0.847,1.248,0.932,2.486,1.578,2.045,1.232,3.577,0.304,0.49,-0.092,0.446,1.301,1.212,0.462,-0.642,0.513,2.184,1.359,0.005,0.009,0.015,0.001,341.25,354.69,-17.544,-5.522
Portugal,2000,PRT,10300632.0,239037759488.0,3.809,0.37,65.686,-1.214,-1.815,61.509,-8.579,-12.24,5.971,0.257,0.21,6.377,0.275,0.224,15.015,1.458,110.523,10.73,0.462,95.621,1484.401,2008.427,439.287,2.976,21.045,594.008,917.952,7.52,28476.131,1.227,0.346,0.034,5.727,0.556,7.641,7.79,-4.177,-0.406,12.65,1.228,4.03,0.391,39.894,3.873,0.087,0.894,293.322,0.528,0.258,0.201,0.163,0.519,0.142,0.119,0.084,0.028,0.017,0.092,0.251,0.186,0.124,0.121,-0.082,0.387,0.413,0.123,0.001,0.001,0.001,0.0,80.24,78.71,44.837,68.26
Puerto Rico,2000,PRI,3827104.0,104392663040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.691,0.0,0.0,33807.605,1.239,0.0,0.0,0.0,0.0,0.0,0.0,-1.136,-0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,-0.022,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,2000,QAT,645947.0,25410875392.0,0.468,0.724,34.012,3.256,10.587,34.048,3.293,10.706,52.711,1.34,0.254,52.654,1.338,0.253,0.0,0.0,15.623,24.187,0.615,5.224,594.597,595.256,0.0,113.501,373.137,0.66,102.735,0.0,207755.625,5.281,0.0,0.0,24.286,37.598,58.828,58.828,0.037,0.057,9.15,14.165,0.15,0.232,9.258,14.332,0.0,0.0,134.199,0.065,0.134,0.111,0.0,0.028,0.057,0.035,0.0,1.06,0.306,0.0,0.028,0.0,0.0,0.513,0.001,0.09,0.0,0.081,0.001,0.0,0.001,0.0,38.0,38.0,-18.388,-54.065
Reunion,2000,REU,785432.0,0.0,0.0,0.0,3.233,0.279,9.428,3.233,0.132,4.256,4.116,0.0,0.284,4.116,0.0,0.284,1.078,1.372,0.0,0.0,0.0,0.0,41.717,89.422,4.807,0.0,0.0,47.705,36.91,0.0,14478.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.155,2.744,0.0,0.0,11.372,0.0,0.013,0.011,0.012,0.0,0.004,0.005,0.001,0.0,0.0,0.007,0.01,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,2000,ROU,21919882.0,156815900672.0,2.656,0.121,92.668,4.311,4.879,89.957,-1.295,-1.419,4.104,0.574,0.214,4.228,0.591,0.22,28.864,1.317,89.53,4.084,0.571,196.279,6771.415,10179.154,1973.465,12.19,2360.424,3614.866,2216.943,12.113,19175.828,2.68,0.947,0.043,30.947,1.412,5.516,5.549,-2.711,-0.124,19.63,0.896,10.53,0.48,28.215,1.287,0.047,1.039,420.332,0.368,0.364,0.294,0.314,1.066,0.647,0.604,0.376,0.114,1.934,0.563,0.606,0.3,0.34,0.654,-0.053,0.274,0.481,0.483,0.002,0.004,0.005,0.0,121.63,120.91,-3.139,-3.387
Russia,2000,RUS,146844848.0,1540482793472.0,15.113,0.103,1478.185,-14.97,-1.003,1455.028,-26.475,-1.787,9.909,0.945,0.202,10.066,0.96,0.205,426.448,2.904,995.829,6.782,0.646,1193.865,83522.539,176097.688,36900.844,562.879,18868.297,96027.688,25764.773,231.874,49127.297,4.683,23.764,0.162,681.432,4.64,14.819,12.345,-23.156,-0.158,529.92,3.609,56.03,0.382,317.318,2.161,0.096,14.11,7214.09,2.093,5.807,4.76,4.634,6.482,7.984,10.457,7.025,5.258,15.463,14.946,7.047,5.733,8.52,14.403,-0.453,3.08,6.524,7.293,0.02,0.06,0.083,0.003,1812.87,2176.12,-482.356,-32.632
Rwanda,2000,RWA,8109994.0,8053573120.0,0.028,0.003,0.515,0.013,2.49,9.162,2.614,39.919,1.13,1.138,3.158,0.064,0.064,0.178,0.0,0.0,0.686,0.085,0.085,0.311,14.045,362.308,0.012,0.022,0.026,633.542,13.674,0.0,357.734,0.36,0.0,0.0,0.004,0.0,0.305,0.663,8.647,1.066,0.97,0.12,0.93,0.115,0.484,0.06,0.0,0.0,2.901,0.004,0.002,0.03,0.0,0.002,0.001,0.022,0.0,0.0,0.0,0.099,0.004,0.0,0.0,0.0,0.169,0.005,0.0,0.036,0.0,0.0,0.0,0.0,5.38,2.47,0.171,33.176
Saint Helena,2000,SHN,6048.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.817,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.158,0.0,8506.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,1.817,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,2000,KNA,45492.0,0.0,0.0,0.0,0.172,0.011,6.818,0.099,0.011,12.5,2.175,0.0,0.128,3.785,0.0,0.223,0.0,0.0,0.0,0.0,0.0,0.0,1.964,0.095,0.0,0.0,0.0,0.256,1.964,0.0,16953.34,0.0,0.0,0.0,0.0,0.0,6.155,6.155,-0.073,-1.611,0.07,1.539,0.01,0.22,0.172,3.785,0.0,0.0,0.771,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,-0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0
Saint Lucia,2000,LCA,159513.0,1100265088.0,0.0,0.0,0.348,0.015,4.396,0.165,-0.022,-11.765,1.034,0.15,0.113,2.182,0.316,0.238,0.0,0.0,0.0,0.0,0.0,0.0,5.437,8.185,0.0,0.0,0.0,4.946,5.437,0.0,9184.194,1.331,0.0,0.0,0.0,0.0,4.012,3.197,-0.183,-1.148,0.22,1.379,0.03,0.188,0.348,2.182,0.0,0.0,1.465,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,-0.004,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.51,0.64,0.0,0.0
Saint Martin (French part),2000,MAF,29633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Pierre and Miquelon,2000,SPM,6300.0,0.0,0.0,0.0,0.055,0.0,0.0,0.055,0.0,0.0,8.724,0.0,0.195,8.724,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,2.422,3.594,0.495,0.0,0.0,1.392,1.926,0.0,44661.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,8.724,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,2000,VCT,113832.0,0.0,0.0,0.0,0.147,-0.018,-11.111,0.073,-0.018,-20.0,0.644,0.0,0.105,1.288,0.0,0.209,0.0,0.0,0.0,0.0,0.0,0.0,2.495,5.316,0.0,0.0,0.0,2.821,2.495,0.0,6158.82,0.0,0.0,0.0,0.0,0.0,2.108,1.757,-0.073,-0.644,0.07,0.615,0.01,0.088,0.147,1.288,0.0,0.0,0.701,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,-0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.24,0.0,0.0
Samoa,2000,WSM,184022.0,0.0,0.0,0.0,0.143,0.007,5.405,-0.114,0.007,-6.061,-0.617,0.0,-0.122,0.777,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,2.898,10.922,0.0,0.0,0.0,15.352,2.898,0.0,5050.979,0.0,0.0,0.0,0.0,0.0,2.337,2.934,-0.256,-1.394,0.24,1.304,0.04,0.217,0.143,0.777,0.0,0.0,0.929,0.0,0.001,-0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.0,-0.005,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.54,0.43,0.0,0.0
Sao Tome and Principe,2000,STP,143729.0,312853568.0,0.0,0.0,0.048,0.0,0.0,0.524,0.037,7.519,3.645,1.675,1.794,0.331,0.152,0.163,0.0,0.0,0.0,0.0,0.0,0.0,1.392,6.375,0.0,0.0,0.0,10.626,1.392,0.0,2032.075,0.934,0.0,0.0,0.0,0.0,0.487,0.557,0.476,3.314,0.01,0.07,0.01,0.07,0.048,0.331,0.0,0.0,0.292,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.0
Saudi Arabia,2000,SAU,21547398.0,488694415360.0,8.696,0.404,296.364,70.378,31.143,297.61,70.415,30.993,13.812,0.609,0.223,13.754,0.606,0.222,0.0,0.0,205.097,9.518,0.42,125.994,5929.403,6101.831,0.0,900.193,1450.837,138.353,3452.38,0.0,61950.852,2.732,1.114,0.052,88.183,4.092,16.133,16.133,1.246,0.058,82.58,3.832,5.72,0.265,198.371,9.206,0.0,0.0,1334.88,1.205,1.164,0.974,0.0,0.684,0.567,0.362,0.0,8.409,1.189,0.022,0.944,0.0,0.399,1.864,0.024,1.926,0.0,0.464,0.003,0.003,0.005,0.0,347.62,347.62,-91.266,-30.795
